année,ordre,nb,prénom,sexe
1972,44,49,Jerome,male
1972,32,66,Céline,female
1972,31,67,Xavier,male
1972,30,67,Sylvie,female
1972,25,75,Laurence,female
1972,21,79,Frederic,male
1972,19,83,Cyril,male
1972,18,88,Nicolas,male
1972,16,92,Marie,female
1972,99,21,Claire,female
1972,94,24,Helene,female
1972,4,196,David,male
1972,35,61,Delphine,female
1972,62,36,Emmanuelle,female
1972,61,37,Fabienne,female
1972,58,38,Benoit,male
1972,54,40,Alexandra,female
1972,52,43,Caroline,female
1972,46,48,Arnaud,male
1972,42,50,Cedric,male
1972,41,51,Corinne,female
1972,40,55,Sebastien,male
1972,38,57,Anne,female
1972,34,62,Stéphanie,female
1972,65,34,Carine,female
1972,33,62,Bruno,male
1972,28,71,Stephanie,female
1972,27,72,Frédéric,male
1972,24,76,Philippe,male
1972,17,89,Celine,female
1972,14,94,Valerie,female
1972,13,94,Stéphane,male
1972,8,135,Stephane,male
1972,5,187,Laurent,male
1972,91,25,Myriam,female
1972,63,35,Guillaume,male
1972,39,57,Valérie,female
1972,69,34,Vanessa,female
1972,36,59,Florence,female
1972,72,33,Laetitia,female
1972,81,30,Gilles,male
1972,80,31,Katia,female
1972,70,34,Yannick,male
1972,68,34,Patrick,male
1972,60,37,Alexandre,male
1972,56,39,Sabine,female
1972,49,46,Virginie,female
1972,48,47,Emmanuel,male
1972,47,48,Lionel,male
1972,45,49,Pierre,male
1972,86,28,Véronique,female
1972,23,79,Thierry,male
1972,2,233,Sandrine,female
1972,90,25,Maria,female
1972,92,24,Cyrille,male
1972,95,23,Fabien,male
1972,73,33,Laure,female
1972,11,127,Olivier,male
1972,15,92,Christelle,female
1972,20,82,Franck,male
1972,22,79,Sandra,female
1971,5,173,David,male
1971,44,53,Vincent,male
1971,42,55,Frédéric,male
1971,38,58,Patrick,male
1971,32,68,Fabrice,male
1971,30,69,Bruno,male
1971,26,74,Franck,male
1971,21,84,Frederic,male
1971,19,88,Pascal,male
1971,9,146,Stephane,male
1971,6,159,Olivier,male
1971,73,30,Sabine,female
1971,100,18,Séverine,female
1971,92,24,Christel,female
1971,86,26,Michel,male
1971,74,29,Cécile,female
1971,72,30,Jerome,male
1971,70,31,Muriel,female
1971,67,33,Severine,female
1971,66,34,Ludovic,male
1971,62,35,Véronique,female
1971,56,37,Cedric,male
1971,55,38,Patricia,female
1971,57,37,Didier,male
1971,53,38,Arnaud,male
1971,75,29,Sébastien,male
1971,47,49,Emmanuel,male
1971,95,20,Chrystelle,female
1971,94,22,Laetitia,female
1971,87,25,Hélène,female
1971,85,26,Elisabeth,female
1971,77,28,Beatrice,female
1971,76,29,Sonia,female
1971,61,36,Sylvain,male
1971,60,36,Emmanuelle,female
1971,52,39,Sandra,female
1971,48,47,Fabienne,female
1971,46,50,Veronique,female
1971,80,28,Guillaume,male
1971,40,56,Carole,female
1971,31,69,Delphine,female
1971,29,70,Nicolas,male
1971,15,101,Valerie,female
1971,13,107,Eric,male
1971,11,133,Stéphane,male
1971,97,19,Murielle,female
1971,93,23,Helene,female
1971,89,25,Richard,male
1971,83,28,Pascale,female
1971,54,38,Jérôme,male
1971,84,27,Myriam,female
1971,51,39,Dominique,male
1971,20,86,Sylvie,female
1971,45,50,Pierre,male
1971,43,54,Christine,female
1971,39,58,Virginie,female
1971,37,59,Stephanie,female
1971,36,61,Cyril,male
1971,35,61,Celine,female
1971,34,62,Lionel,male
1971,33,65,Florence,female
1971,28,72,Valérie,female
1971,22,83,Corinne,female
1971,16,95,Laurence,female
1971,58,37,Sebastien,male
1971,12,110,Philippe,male
1971,8,147,Karine,female
1971,7,150,Jean,male
1971,4,222,Nathalie,female
1971,3,236,Sandrine,female
1971,99,18,Jean-philippe,male
1971,98,18,Francois,male
1971,96,19,Cédric,male
1971,88,25,Marc,male
1971,50,44,Patrice,male
1971,49,46,Céline,female
1971,23,80,Christelle,female
1971,59,36,Benoit,male
1971,91,24,Béatrice,female
1971,63,35,Yannick,male
1971,27,72,Catherine,female
1971,25,75,Anne,female
1971,24,76,Xavier,male
1971,18,92,Marie,female
1971,17,95,Thierry,male
1971,14,106,Isabelle,female
1971,10,139,Sophie,female
1971,2,240,Laurent,male
1971,1,270,Christophe,male
1971,41,56,Stéphanie,female
1971,90,24,Alexandre,male
1971,71,30,Fabien,male
1971,82,28,Maria,female
1971,65,34,Cecile,female
1971,68,31,Alain,male
1971,69,31,Gilles,male
1971,64,34,Caroline,female
1971,78,28,Claire,female
1971,79,28,Denis,male
1971,81,28,Katia,female
1970,86,20,Béatrice,female
1970,16,112,Philippe,male
1970,15,114,Stéphane,male
1970,7,151,Jean,male
1970,5,167,David,male
1970,1,254,Nathalie,female
1970,100,16,Fabien,male
1970,19,97,Thierry,male
1970,99,16,Bertrand,male
1970,95,18,Guillaume,male
1970,92,19,Nadia,female
1970,67,29,Marc,male
1970,83,21,Gilles,male
1970,74,24,Alexandre,male
1970,72,26,Cécile,female
1970,70,28,Pascale,female
1970,66,29,Arnaud,male
1970,65,30,Ludovic,male
1970,64,31,Stéphanie,female
1970,63,31,Maria,female
1970,62,32,Stephanie,female
1970,59,33,Jerome,male
1970,26,73,Frédéric,male
1970,20,95,Sylvie,female
1970,46,44,Cyril,male
1970,28,69,Catherine,female
1970,75,24,Katia,female
1970,97,18,Serge,male
1970,96,18,Richard,male
1970,94,18,Francois,male
1970,88,20,Sebastien,male
1970,87,20,Bernard,male
1970,84,21,Hélène,female
1970,82,22,Sylvain,male
1970,79,23,Laetitia,female
1970,77,24,William,male
1970,76,24,Michel,male
1970,71,27,Agnes,female
1970,31,65,Patrick,male
1970,69,28,Myriam,female
1970,61,32,Muriel,female
1970,60,32,Alain,male
1970,55,37,Dominique,male
1970,53,39,Emmanuel,male
1970,50,43,Véronique,female
1970,48,44,Pierre,male
1970,47,44,Emmanuelle,female
1970,44,46,Carole,female
1970,37,52,Fabienne,female
1970,54,38,Caroline,female
1970,2,248,Sandrine,female
1970,45,46,Cecile,female
1970,40,49,Didier,male
1970,80,22,Cédric,male
1970,78,24,Yannick,male
1970,73,25,Brigitte,female
1970,68,28,Benoit,male
1970,58,34,Virginie,female
1970,57,35,Herve,male
1970,56,35,Céline,female
1970,52,39,Denis,male
1970,51,42,Patrice,male
1970,49,44,Vincent,male
1970,33,59,Nicolas,male
1970,85,21,Sonia,female
1970,32,61,Patricia,female
1970,29,69,Valérie,female
1970,25,75,Franck,male
1970,23,78,Bruno,male
1970,21,92,Marie,female
1970,14,114,Pascal,male
1970,11,122,Eric,male
1970,10,123,Isabelle,female
1970,8,145,Valerie,female
1970,6,163,Stephane,male
1970,81,22,Sandra,female
1970,43,47,Celine,female
1970,89,19,Cedric,male
1970,22,90,Florence,female
1970,90,19,Elisabeth,female
1970,42,48,Lionel,male
1970,41,49,Fabrice,male
1970,39,51,Sabine,female
1970,38,51,Delphine,female
1970,36,53,Veronique,female
1970,34,58,Christelle,female
1970,30,66,Xavier,male
1970,27,72,Christine,female
1970,24,78,Corinne,female
1970,35,55,Anne,female
1970,18,108,Laurence,female
1970,13,120,Olivier,male
1970,12,120,Karine,female
1970,91,19,Laure,female
1970,9,127,Sophie,female
1970,4,213,Laurent,male
1970,3,232,Christophe,male
1970,98,17,Helene,female
1970,93,18,Beatrice,female
1970,17,111,Frederic,male
1969,100,15,Hervé,male
1969,83,19,Christian,male
1969,85,18,Agnes,female
1969,98,15,Evelyne,female
1969,15,110,Sylvie,female
1969,5,165,Jean,male
1969,12,123,Sophie,female
1969,13,115,Frederic,male
1969,14,114,Pascal,male
1969,72,23,Benoit,male
1969,73,23,Cecile,female
1969,44,45,Emmanuel,male
1969,71,24,Cécile,female
1969,66,28,Myriam,female
1969,61,29,Herve,male
1969,60,30,Maria,female
1969,55,32,Virginie,female
1969,52,36,Marc,male
1969,51,38,Vincent,male
1969,49,39,Sabine,female
1969,48,41,Emmanuelle,female
1969,45,44,Muriel,female
1969,17,100,Marie,female
1969,16,106,Thierry,male
1969,41,46,Patrice,male
1969,21,91,Karine,female
1969,25,84,Franck,male
1969,37,52,Nicolas,male
1969,95,16,Jérôme,male
1969,92,16,Béatrice,female
1969,82,20,Katia,female
1969,80,21,Arnaud,male
1969,70,24,Beatrice,female
1969,69,25,Daniel,male
1969,65,28,Christelle,female
1969,63,29,Ludovic,male
1969,59,30,Gilles,male
1969,54,32,Caroline,female
1969,50,38,Delphine,female
1969,46,42,Lionel,male
1969,40,49,Anne,female
1969,39,51,Fabienne,female
1969,36,55,Celine,female
1969,35,59,Xavier,male
1969,34,60,Didier,male
1969,33,62,Patrick,male
1969,31,63,Patricia,female
1969,28,77,Valérie,female
1969,42,45,Alain,male
1969,29,68,Veronique,female
1969,2,283,Christophe,male
1969,27,78,Florence,female
1969,64,29,Richard,male
1969,62,29,Jerome,male
1969,58,30,Denis,male
1969,57,30,Cyril,male
1969,56,31,Pascale,female
1969,53,34,Céline,female
1969,47,41,Carole,female
1969,43,45,Dominique,male
1969,38,52,Pierre,male
1969,30,64,Frédéric,male
1969,22,90,Catherine,female
1969,68,27,Véronique,female
1969,20,94,Corinne,female
1969,19,96,Olivier,male
1969,18,96,David,male
1969,11,124,Laurence,female
1969,7,148,Eric,male
1969,6,155,Isabelle,female
1969,4,201,Laurent,male
1969,3,238,Sandrine,female
1969,26,80,Bruno,male
1969,1,287,Nathalie,female
1969,67,27,Stephanie,female
1969,32,62,Fabrice,male
1969,74,23,Jean-christophe,male
1969,90,17,Sandra,female
1969,75,23,Sebastien,male
1969,23,88,Christine,female
1969,10,136,Valerie,female
1969,9,144,Philippe,male
1969,8,146,Stephane,male
1969,99,15,Helene,female
1969,97,16,Stéphanie,female
1969,96,16,Laure,female
1969,94,16,Francois,male
1969,93,16,Bertrand,male
1969,91,17,Sylvain,male
1969,24,86,Stéphane,male
1969,89,17,Michel,male
1969,81,20,Elisabeth,female
1969,77,22,Fabien,male
1969,78,22,William,male
1969,79,22,Yannick,male
1969,76,22,Christel,female
1969,84,19,Jean-luc,male
1969,86,18,Bernard,male
1969,87,18,Sébastien,male
1969,88,17,Claude,male
1968,100,15,Sonia,female
1968,24,88,Patrick,male
1968,21,96,Bruno,male
1968,19,99,Laurence,female
1968,18,99,Florence,female
1968,16,108,Thierry,male
1968,15,110,Catherine,female
1968,14,116,Corinne,female
1968,10,146,Isabelle,female
1968,9,154,Pascal,male
1968,3,225,Laurent,male
1968,83,19,Christel,female
1968,93,16,Laure,female
1968,91,16,Bernard,male
1968,89,17,Brigitte,female
1968,87,18,Benoit,male
1968,27,71,Frédéric,male
1968,76,21,Béatrice,female
1968,73,23,Jean-luc,male
1968,70,23,Francois,male
1968,69,23,Christelle,female
1968,67,24,Sabine,female
1968,63,28,Yannick,male
1968,25,77,Olivier,male
1968,47,37,Karine,female
1968,28,67,Pierre,male
1968,29,67,Veronique,female
1968,97,16,Serge,male
1968,94,16,Martine,female
1968,92,16,Céline,female
1968,90,16,Agnes,female
1968,88,18,Emmanuelle,female
1968,86,19,William,male
1968,81,20,Virginie,female
1968,78,21,Jacques,male
1968,72,23,Hervé,male
1968,71,23,François,male
1968,61,29,Marc,male
1968,60,29,Daniel,male
1968,58,31,Maria,female
1968,57,31,Christian,male
1968,55,31,Caroline,female
1968,54,31,Carole,female
1968,48,37,Vincent,male
1968,43,43,Dominique,male
1968,42,45,Lionel,male
1968,37,52,Fabienne,female
1968,33,61,Franck,male
1968,52,32,Celine,female
1968,39,51,Xavier,male
1968,2,254,Christophe,male
1968,38,52,Patrice,male
1968,59,29,Beatrice,female
1968,56,31,Cecile,female
1968,53,32,Michel,male
1968,51,34,Muriel,female
1968,50,35,Gilles,male
1968,49,36,Denis,male
1968,46,38,Nicolas,male
1968,45,40,Pascale,female
1968,44,42,Delphine,female
1968,40,50,Emmanuel,male
1968,35,59,Anne,female
1968,64,27,Jerome,male
1968,34,60,Didier,male
1968,31,64,Fabrice,male
1968,30,66,Patricia,female
1968,26,73,Christine,female
1968,20,98,Stéphane,male
1968,12,130,Marie,female
1968,11,145,Valerie,female
1968,8,167,Sylvie,female
1968,7,169,Eric,male
1968,36,56,Alain,male
1968,62,28,Herve,male
1968,41,48,Véronique,female
1968,65,26,Elisabeth,female
1968,96,16,Sandra,female
1968,66,24,Jean-christophe,male
1968,23,90,Frederic,male
1968,22,93,Valérie,female
1968,17,100,Sophie,female
1968,13,122,Stephane,male
1968,6,170,Philippe,male
1968,5,219,Jean,male
1968,4,222,Sandrine,female
1968,1,312,Nathalie,female
1968,99,15,Marie-christine,female
1968,98,15,Claude,male
1968,32,62,David,male
1968,95,16,Paul,male
1968,79,21,Ludovic,male
1968,74,23,Myriam,female
1968,75,22,Helene,female
1968,77,21,Fabien,male
1968,68,23,Cécile,female
1968,80,20,Stephanie,female
1968,82,19,Arnaud,male
1968,84,19,Cyril,male
1968,85,19,Jose,male
1967,96,16,Richard,male
1967,25,84,Patrick,male
1967,22,88,Catherine,female
1967,18,104,Florence,female
1967,17,107,Laurence,female
1967,15,120,Bruno,male
1967,8,165,Sandrine,female
1967,6,183,Philippe,male
1967,4,202,Laurent,male
1967,2,249,Jean,male
1967,100,14,Alexandre,male
1967,79,20,Corine,female
1967,95,16,Jerome,male
1967,93,17,Sandra,female
1967,82,19,Agnes,female
1967,81,20,Yannick,male
1967,32,59,Anne,female
1967,77,20,Agnès,female
1967,75,21,Murielle,female
1967,74,21,Elisabeth,female
1967,73,22,Virginie,female
1967,70,22,Jean-luc,male
1967,69,22,Emmanuelle,female
1967,27,79,Patricia,female
1967,67,23,Karine,female
1967,34,59,Véronique,female
1967,71,22,Martine,female
1967,97,15,Frank,male
1967,94,16,Brigitte,female
1967,91,18,Jean-françois,male
1967,89,18,Evelyne,female
1967,88,18,Béatrice,female
1967,86,19,Ludovic,male
1967,85,19,Jean-philippe,male
1967,84,19,Claude,male
1967,80,20,Francis,male
1967,72,22,Stephanie,female
1967,62,25,Cécile,female
1967,35,58,Fabienne,female
1967,59,27,Christian,male
1967,58,27,Caroline,female
1967,56,28,Beatrice,female
1967,54,31,Herve,male
1967,48,36,Gilles,male
1967,46,40,Patrice,male
1967,41,46,David,male
1967,40,48,Fabrice,male
1967,37,54,Stéphane,male
1967,36,56,Alain,male
1967,68,23,Marc,male
1967,20,92,Christine,female
1967,66,23,François,male
1967,28,75,Pierre,male
1967,53,31,Carole,female
1967,51,32,Daniel,male
1967,50,35,Maria,female
1967,49,35,Emmanuel,male
1967,45,41,Pascale,female
1967,43,46,Muriel,female
1967,39,49,Xavier,male
1967,38,49,Denis,male
1967,63,24,Benoit,male
1967,30,70,Veronique,female
1967,23,85,Olivier,male
1967,57,28,Bernard,male
1967,21,89,Didier,male
1967,19,97,Valérie,female
1967,13,134,Pascal,male
1967,12,143,Valerie,female
1967,11,146,Corinne,female
1967,10,150,Sylvie,female
1967,7,168,Isabelle,female
1967,5,183,Eric,male
1967,3,241,Christophe,male
1967,1,307,Nathalie,female
1967,55,29,Hervé,male
1967,31,61,Franck,male
1967,64,23,Bertrand,male
1967,16,111,Stephane,male
1967,65,23,Chantal,female
1967,60,26,Francois,male
1967,52,32,Delphine,female
1967,47,39,Michel,male
1967,44,42,Vincent,male
1967,42,46,Lionel,male
1967,33,59,Dominique,male
1967,29,73,Frédéric,male
1967,26,83,Sophie,female
1967,24,84,Frederic,male
1967,61,26,Nicolas,male
1967,9,162,Thierry,male
1967,99,15,Jose,male
1967,98,15,Jean-christophe,male
1967,92,17,Nadia,female
1967,90,18,Helene,female
1967,87,19,Sabine,female
1967,83,19,Celine,female
1967,78,20,Cecile,female
1967,76,21,Serge,male
1967,14,122,Marie,female
1966,28,82,Veronique,female
1966,98,14,Sandra,female
1966,92,15,David,male
1966,94,15,Joel,male
1966,95,15,Marie-christine,female
1966,20,106,Florence,female
1966,1,347,Nathalie,female
1966,5,191,Christophe,male
1966,9,164,Bruno,male
1966,13,139,Pascal,male
1966,86,16,Jean-françois,male
1966,90,15,Arnaud,male
1966,81,18,Laure,female
1966,85,16,Francoise,female
1966,84,16,Elisabeth,female
1966,83,17,Brigitte,female
1966,82,18,Ludovic,male
1966,79,19,Nadine,female
1966,75,20,Yannick,male
1966,74,20,Virginie,female
1966,73,20,Claude,male
1966,68,23,Helene,female
1966,66,23,Delphine,female
1966,23,92,Frederic,male
1966,53,30,Martine,female
1966,29,75,Anne,female
1966,61,26,Christian,male
1966,99,13,Claire,female
1966,89,16,Yves,male
1966,88,16,Jerome,male
1966,87,16,Jean-philippe,male
1966,80,18,Hervé,male
1966,78,19,Murielle,female
1966,70,22,Bernard,male
1966,69,23,Nicolas,male
1966,65,23,Daniel,male
1966,64,24,Agnes,female
1966,60,27,Emmanuel,male
1966,31,71,Frédéric,male
1966,56,28,Caroline,female
1966,55,29,Vincent,male
1966,54,29,Serge,male
1966,51,33,Carole,female
1966,48,36,Patrice,male
1966,41,46,Lionel,male
1966,39,51,Michel,male
1966,38,51,Denis,male
1966,35,60,Véronique,female
1966,33,61,Pierre,male
1966,63,25,Myriam,female
1966,3,226,Philippe,male
1966,52,30,Beatrice,female
1966,32,68,Stephane,male
1966,62,26,François,male
1966,59,27,Chantal,female
1966,58,28,Sabine,female
1966,57,28,Jean-luc,male
1966,50,35,Marc,male
1966,45,39,Xavier,male
1966,43,41,Fabrice,male
1966,40,50,Fabienne,female
1966,36,56,Alain,male
1966,34,60,Stéphane,male
1966,30,74,Patricia,female
1966,71,22,Herve,male
1966,24,91,Didier,male
1966,19,116,Laurence,female
1966,18,117,Christine,female
1966,17,118,Patrick,male
1966,15,130,Corinne,female
1966,14,137,Catherine,female
1966,11,150,Valerie,female
1966,10,164,Isabelle,female
1966,8,172,Eric,male
1966,4,211,Thierry,male
1966,67,23,Evelyne,female
1966,49,35,Francois,male
1966,72,21,Jacques,male
1966,16,123,Sandrine,female
1966,76,19,Béatrice,female
1966,47,36,Cecile,female
1966,46,37,Gilles,male
1966,44,40,Maria,female
1966,42,46,Pascale,female
1966,37,52,Muriel,female
1966,26,85,Sophie,female
1966,25,89,Olivier,male
1966,22,93,Valérie,female
1966,21,96,Franck,male
1966,27,82,Dominique,male
1966,12,143,Marie,female
1966,6,187,Sylvie,female
1966,2,243,Jean,male
1966,77,19,Benoit,male
1966,100,13,Corine,female
1966,97,14,Jose,male
1966,96,14,Hélène,female
1966,93,15,Emmanuelle,female
1966,91,15,Cécile,female
1966,7,174,Laurent,male
1965,16,116,Christine,female
1965,11,151,Corinne,female
1965,12,147,Catherine,female
1965,13,144,Patrick,male
1965,29,74,Frederic,male
1965,18,113,Laurence,female
1965,21,94,Patricia,female
1965,22,89,Dominique,male
1965,23,88,Didier,male
1965,7,181,Laurent,male
1965,9,159,Marie,female
1965,87,16,Arnaud,male
1965,6,207,Sylvie,female
1965,3,251,Philippe,male
1965,1,332,Nathalie,female
1965,99,13,Bertrand,male
1965,98,14,Virginie,female
1965,95,14,Francoise,female
1965,77,20,Herve,male
1965,69,23,Cécile,female
1965,64,25,Martine,female
1965,57,29,Marc,male
1965,35,59,Patrice,male
1965,34,61,Pascale,female
1965,68,23,Caroline,female
1965,37,50,Michel,male
1965,41,45,Stéphane,male
1965,82,17,Françoise,female
1965,93,15,Murielle,female
1965,92,15,Jean-pierre,male
1965,91,15,Jean-christophe,male
1965,90,15,Agnès,female
1965,85,17,Nadine,female
1965,84,17,Hugues,male
1965,81,18,Helene,female
1965,78,19,Evelyne,female
1965,76,21,Yannick,male
1965,75,21,Richard,male
1965,72,21,Carole,female
1965,71,22,Hervé,male
1965,66,24,Jacques,male
1965,60,28,Serge,male
1965,59,28,Francois,male
1965,58,29,Nicolas,male
1965,54,31,Vincent,male
1965,53,31,Cecile,female
1965,50,33,Gilles,male
1965,45,41,Jean-luc,male
1965,83,17,Ghislaine,female
1965,80,18,Claire,female
1965,2,284,Jean,male
1965,44,42,Xavier,male
1965,74,21,Jean-françois,male
1965,73,21,Emmanuel,male
1965,70,23,Myriam,female
1965,67,24,Marie-christine,female
1965,65,24,Agnes,female
1965,63,25,Fabrice,male
1965,62,27,Hélène,female
1965,61,27,Claude,male
1965,52,32,Maria,female
1965,49,36,Beatrice,female
1965,43,43,Bernard,male
1965,88,16,Luc,male
1965,42,44,Christian,male
1965,40,45,Muriel,female
1965,38,50,Stephane,male
1965,36,56,Véronique,female
1965,33,61,Fabienne,female
1965,24,84,Sandrine,female
1965,20,98,Veronique,female
1965,14,140,Pascal,male
1965,10,153,Christophe,male
1965,79,18,Béatrice,female
1965,86,17,Sylvain,male
1965,51,33,Lionel,male
1965,89,16,Odile,female
1965,26,79,Valérie,female
1965,94,15,Yves,male
1965,55,30,Chantal,female
1965,48,37,Brigitte,female
1965,47,40,Denis,male
1965,46,40,Daniel,male
1965,39,47,Pierre,male
1965,32,63,Alain,male
1965,31,67,Frédéric,male
1965,30,74,Olivier,male
1965,28,74,Anne,female
1965,27,78,Franck,male
1965,56,30,Elisabeth,female
1965,25,79,Sophie,female
1965,5,229,Eric,male
1965,97,14,Jean-michel,male
1965,100,13,Joel,male
1965,4,236,Thierry,male
1965,96,14,Jean-claude,male
1965,8,170,Isabelle,female
1965,15,138,Bruno,male
1965,17,115,Florence,female
1965,19,101,Valerie,female
1964,11,162,Bruno,male
1964,100,14,Emmanuel,male
1964,97,15,Evelyne,female
1964,92,17,Yves,male
1964,83,19,Jean-michel,male
1964,73,23,Jose,male
1964,69,25,Nadine,female
1964,42,48,Patrice,male
1964,37,52,Anne,female
1964,28,68,Valérie,female
1964,24,80,Alain,male
1964,95,16,Jean-françois,male
1964,10,171,Patrick,male
1964,9,172,Isabelle,female
1964,1,296,Jean,male
1964,96,15,Bertrand,male
1964,5,237,Nathalie,female
1964,93,16,Benoit,male
1964,81,20,Claude,male
1964,74,23,Marie-christine,female
1964,63,30,Stéphane,male
1964,62,30,Nicolas,male
1964,49,40,Gilles,male
1964,2,283,Philippe,male
1964,33,59,Denis,male
1964,7,192,Catherine,female
1964,60,31,Jean-luc,male
1964,91,17,Richard,male
1964,89,17,Jean-marc,male
1964,88,17,Annie,female
1964,87,17,Agnès,female
1964,82,20,Yannick,male
1964,79,21,Sabine,female
1964,78,21,Murielle,female
1964,71,23,Corine,female
1964,70,24,Helene,female
1964,67,27,Elisabeth,female
1964,56,32,Lionel,male
1964,17,119,Patricia,female
1964,55,33,Carole,female
1964,47,42,Beatrice,female
1964,46,43,Xavier,male
1964,45,44,Martine,female
1964,44,44,Christian,male
1964,41,48,Bernard,male
1964,39,50,Sandrine,female
1964,31,65,Pascale,female
1964,29,66,Véronique,female
1964,26,72,Pierre,male
1964,43,45,Caroline,female
1964,6,232,Thierry,male
1964,32,60,Franck,male
1964,34,56,Michel,male
1964,57,32,Maria,female
1964,54,34,Vincent,male
1964,53,35,Brigitte,female
1964,52,37,Marc,male
1964,51,39,Francois,male
1964,50,39,Daniel,male
1964,48,41,Chantal,female
1964,40,49,Fabienne,female
1964,38,52,Stephane,male
1964,35,53,Frédéric,male
1964,27,71,Frederic,male
1964,59,31,François,male
1964,25,75,Laurence,female
1964,22,88,Sophie,female
1964,21,107,Dominique,male
1964,20,108,Christophe,male
1964,19,114,Veronique,female
1964,18,118,Didier,male
1964,16,134,Florence,female
1964,14,147,Laurent,male
1964,12,162,Corinne,female
1964,30,65,Olivier,male
1964,58,32,Serge,male
1964,36,53,Muriel,female
1964,61,30,Fabrice,male
1964,86,18,Jean-pierre,male
1964,64,29,Francoise,female
1964,15,137,Christine,female
1964,13,150,Pascal,male
1964,8,179,Marie,female
1964,4,255,Eric,male
1964,3,264,Sylvie,female
1964,99,14,Cecile,female
1964,98,15,Luc,male
1964,94,16,Ghislaine,female
1964,90,17,Joel,male
1964,23,84,Valerie,female
1964,85,18,Claire,female
1964,75,21,Hélène,female
1964,84,19,Myriam,female
1964,66,27,Béatrice,female
1964,68,25,Francis,male
1964,72,23,Françoise,female
1964,65,29,Herve,male
1964,76,21,Hervé,male
1964,77,21,Jacques,male
1964,80,20,Agnes,female
1963,86,17,Josiane,female
1963,25,74,Véronique,female
1963,20,100,Christophe,male
1963,17,124,Didier,male
1963,15,130,Dominique,male
1963,11,152,Patricia,female
1963,5,200,Marie,female
1963,32,60,Frédéric,male
1963,4,201,Eric,male
1963,97,14,Luc,male
1963,88,16,Richard,male
1963,44,42,Stéphane,male
1963,77,21,Monique,female
1963,63,27,Elisabeth,female
1963,60,28,Jacques,male
1963,47,40,Patrice,male
1963,24,75,Laurence,female
1963,14,135,Pascal,male
1963,13,136,Florence,female
1963,12,149,Nathalie,female
1963,10,154,Thierry,male
1963,9,154,Bruno,male
1963,36,51,Valerie,female
1963,33,60,Michel,male
1963,95,14,Jean-françois,male
1963,37,50,Christian,male
1963,70,23,Carole,female
1963,99,13,Cecile,female
1963,98,14,Yves,male
1963,96,14,Jocelyne,female
1963,91,15,Corine,female
1963,89,16,Sabine,female
1963,87,17,Nicolas,male
1963,76,21,Francis,male
1963,75,22,Vincent,male
1963,73,23,Nadine,female
1963,72,23,Herve,male
1963,67,25,Agnes,female
1963,39,47,Chantal,female
1963,66,26,Nicole,female
1963,61,28,Marie-christine,female
1963,59,28,Caroline,female
1963,58,29,Lionel,male
1963,55,33,Stephane,male
1963,53,34,Valérie,female
1963,50,36,Joel,male
1963,49,37,Gilles,male
1963,45,41,Beatrice,female
1963,40,45,Daniel,male
1963,1,342,Jean,male
1963,6,193,Catherine,female
1963,93,15,Marianne,female
1963,42,44,Xavier,male
1963,69,24,Maria,female
1963,68,25,Annie,female
1963,65,27,Myriam,female
1963,64,27,Françoise,female
1963,62,27,Béatrice,female
1963,56,32,Francois,male
1963,54,33,Jean-luc,male
1963,52,34,Francoise,female
1963,51,36,Marc,male
1963,46,41,Serge,male
1963,41,44,Brigitte,female
1963,74,22,Sandrine,female
1963,34,56,Bernard,male
1963,31,62,Sophie,female
1963,29,63,Pierre,male
1963,28,63,Anne,female
1963,26,72,Frederic,male
1963,22,85,Laurent,male
1963,19,108,Veronique,female
1963,18,119,Isabelle,female
1963,16,124,Christine,female
1963,8,162,Corinne,female
1963,71,23,François,male
1963,90,15,Anne-marie,female
1963,78,20,Hervé,male
1963,21,88,Pascale,female
1963,80,19,Ghislaine,female
1963,84,18,Helene,female
1963,79,20,Jose,male
1963,57,32,Muriel,female
1963,48,38,Fabienne,female
1963,43,43,Evelyne,female
1963,35,54,Olivier,male
1963,30,62,Martine,female
1963,27,65,Denis,male
1963,23,83,Alain,male
1963,38,49,Franck,male
1963,7,185,Patrick,male
1963,2,283,Philippe,male
1963,100,13,Claire,female
1963,81,19,Jean-michel,male
1963,94,15,Murielle,female
1963,92,15,Jean-pierre,male
1963,85,17,Benoit,male
1963,83,18,Claude,male
1963,82,18,Bertrand,male
1963,3,269,Sylvie,female
1962,35,57,Fabienne,female
1962,22,86,Pascale,female
1962,30,69,Sophie,female
1962,33,62,Denis,male
1962,43,44,Jean-luc,male
1962,36,56,Bernard,male
1962,37,54,Olivier,male
1962,38,52,Beatrice,female
1962,42,46,Frédéric,male
1962,17,120,Veronique,female
1962,20,114,Patricia,female
1962,44,44,Marc,male
1962,9,167,Bruno,male
1962,8,168,Patrick,male
1962,5,203,Eric,male
1962,95,16,Agnes,female
1962,85,18,Richard,male
1962,80,20,Corine,female
1962,79,21,Sabine,female
1962,71,23,Helene,female
1962,65,26,François,male
1962,64,26,Elisabeth,female
1962,46,43,Francois,male
1962,45,44,Valerie,female
1962,70,25,Stéphane,male
1962,47,43,Patrice,male
1962,51,40,Christian,male
1962,24,80,Laurence,female
1962,100,16,Jean-marie,male
1962,99,16,Claudine,female
1962,98,16,Carole,female
1962,93,17,Nicole,female
1962,90,17,Jacqueline,female
1962,88,17,Gerard,male
1962,83,19,Francis,male
1962,81,20,Danielle,female
